ID,Total Edits,Edit Time,Date
140463,56,24764,3/4/2015
140463,46,23516,3/5/2015
140463,70,22085,3/6/2015
140463,70,26478,3/7/2015
140463,49,21824,3/9/2015
140463,53,21507,3/10/2015
140463,55,26253,3/11/2015
140463,56,25520,3/12/2015
140463,55,23408,3/13/2015
140463,72,25675,3/14/2015
140463,74,20883,3/16/2015
140463,72,22715,3/17/2015
140463,59,26021,3/18/2015
140463,67,22075,3/19/2015
140463,78,22595,3/20/2015
140463,77,25576,3/21/2015
140467,80,21669,3/9/2015
140467,75,21105,3/10/2015
140467,92,26809,3/11/2015
140467,66,22731,3/12/2015
140467,78,23780,3/13/2015
140467,85,26349,3/14/2015
140467,83,21610,3/16/2015
140467,82,22610,3/17/2015
140467,96,26662,3/18/2015
140467,74,22106,3/19/2015
140467,84,21946,3/20/2015
140467,102,26108,3/21/2015
140469,119,29099,3/9/2015
140469,80,18841,3/10/2015
140469,91,26781,3/11/2015
140469,86,21335,3/12/2015
140469,79,26354,3/13/2015
140469,65,23296,3/15/2015
140469,75,20322,3/16/2015
140469,72,22241,3/17/2015
140469,77,22397,3/18/2015
140469,87,23259,3/19/2015
140469,73,20484,3/20/2015
140469,94,26964,3/21/2015
140476,70,17374,3/2/2015
140476,57,15878,3/3/2015
140476,59,17791,3/4/2015
140476,89,19525,3/5/2015
140476,78,18286,3/6/2015
140476,84,21548,3/7/2015
140476,74,22092,3/9/2015
140476,89,19761,3/10/2015
140476,64,17359,3/11/2015
140476,54,16050,3/12/2015
140476,93,20964,3/13/2015
140476,88,22732,3/14/2015
140476,67,18217,3/16/2015
140476,87,18178,3/17/2015
140476,88,21580,3/18/2015
140476,71,19538,3/19/2015
140476,73,19370,3/20/2015
140476,97,22953,3/21/2015
140479,60,14319,3/1/2015
140479,58,14255,3/3/2015
140479,49,14204,3/4/2015
140479,46,14249,3/5/2015
140479,74,14835,3/6/2015
140479,70,13530,3/7/2015
140479,61,13295,3/10/2015
140479,59,13971,3/11/2015
140479,53,13060,3/12/2015
140479,31,7446,3/13/2015
140479,55,15146,3/14/2015
140479,61,13809,3/17/2015
140479,58,14868,3/18/2015
140479,53,13641,3/19/2015
140479,63,13577,3/20/2015
140480,77,23644,3/1/2015
140480,70,23177,3/2/2015
140480,60,19741,3/3/2015
140480,48,19907,3/4/2015
140480,58,22453,3/5/2015
140480,53,19892,3/6/2015
140480,77,23221,3/8/2015
140480,55,20119,3/9/2015
140480,51,17253,3/10/2015
140480,60,21021,3/11/2015
140480,46,20392,3/12/2015
140480,62,19686,3/13/2015
140480,70,23276,3/15/2015
140480,70,24007,3/16/2015
140480,59,20110,3/17/2015
140480,64,18332,3/18/2015
140480,67,20124,3/19/2015
140480,62,19491,3/20/2015
140484,102,27112,3/2/2015
140484,72,22744,3/3/2015
140484,67,22945,3/4/2015
140484,99,24398,3/5/2015
140484,89,22190,3/6/2015
140484,94,26300,3/7/2015
140484,86,24888,3/9/2015
140484,92,22907,3/10/2015
140484,82,24371,3/11/2015
140484,85,23757,3/12/2015
140484,93,27594,3/14/2015
140484,83,22003,3/15/2015
140484,95,26993,3/16/2015
140484,82,21935,3/17/2015
140484,89,23340,3/18/2015
140484,98,23653,3/19/2015
140484,70,22490,3/20/2015
140486,55,18962,3/2/2015
140486,52,19284,3/3/2015
140486,52,19559,3/4/2015
140486,57,20596,3/5/2015
140486,48,18454,3/6/2015
140486,44,20421,3/7/2015
140486,46,11296,3/9/2015
140486,62,19781,3/10/2015
140486,50,19441,3/11/2015
140486,55,20209,3/12/2015
140486,53,19572,3/13/2015
140486,49,19322,3/14/2015
140486,48,21051,3/16/2015
140486,45,20344,3/17/2015
140486,57,20155,3/18/2015
140486,58,19525,3/19/2015
140486,65,21049,3/20/2015
140486,77,21698,3/21/2015
140487,87,28142,3/2/2015
140487,103,27695,3/3/2015
140487,66,26139,3/4/2015
140487,62,28377,3/5/2015
140487,68,23148,3/6/2015
140487,80,26301,3/7/2015
140487,79,23879,3/9/2015
140487,69,23121,3/10/2015
140487,78,22146,3/11/2015
140487,118,29264,3/12/2015
140487,173,45146,3/13/2015
140487,154,47373,3/14/2015
140487,44,13758,3/15/2015
140487,75,27668,3/16/2015
140487,72,21637,3/17/2015
140487,72,21222,3/18/2015
140487,67,24326,3/19/2015
140487,79,22146,3/20/2015
140487,83,26961,3/21/2015
140488,60,15885,3/2/2015
140488,72,22611,3/3/2015
140488,66,19939,3/4/2015
140488,67,20904,3/5/2015
140488,67,23544,3/6/2015
140488,92,23856,3/7/2015
140488,85,20401,3/9/2015
140488,82,21044,3/10/2015
140488,65,21469,3/11/2015
140488,78,23178,3/12/2015
140488,65,22504,3/13/2015
140488,89,23260,3/14/2015
140488,75,20272,3/16/2015
140488,72,22084,3/17/2015
140488,78,21163,3/18/2015
140488,66,21655,3/19/2015
140488,77,20069,3/20/2015
140488,101,25688,3/21/2015
140489,33,14440,3/1/2015
140489,13,4109,3/3/2015
140489,65,25152,3/4/2015
140489,78,37903,3/5/2015
140489,49,12160,3/6/2015
140489,9,8882,3/7/2015
140489,57,14559,3/8/2015
140489,49,19839,3/9/2015
140489,3,850,3/10/2015
140489,67,13740,3/11/2015
140489,55,20595,3/12/2015
140489,54,16319,3/13/2015
140489,62,17946,3/15/2015
140489,43,16422,3/16/2015
140489,43,11872,3/18/2015
140489,18,4126,3/19/2015
140489,68,19046,3/20/2015
140489,83,17973,3/21/2015
140490,60,15627,3/1/2015
140490,26,6145,3/2/2015
140490,77,18088,3/3/2015
140490,101,21931,3/4/2015
140490,86,18970,3/5/2015
140490,52,12965,3/6/2015
140490,26,5593,3/7/2015
140490,78,17365,3/8/2015
140490,12,0,3/9/2015
140490,68,13997,3/10/2015
140490,84,18440,3/11/2015
140490,59,14738,3/12/2015
140490,64,14156,3/13/2015
140490,14,3484,3/14/2015
140490,74,20844,3/15/2015
140490,12,3416,3/16/2015
140490,77,19043,3/17/2015
140490,80,20750,3/18/2015
140490,22,7862,3/19/2015
140490,62,15302,3/20/2015
140490,19,3246,3/21/2015
140490,68,15739,3/22/2015
140491,68,18880,3/1/2015
140491,59,18595,3/2/2015
140491,56,18068,3/4/2015
140491,67,19659,3/5/2015
140491,59,18574,3/7/2015
140491,68,19495,3/8/2015
140491,49,17716,3/9/2015
140491,31,9152,3/10/2015
140491,47,18936,3/11/2015
140494,71,19994,3/3/2015
140494,69,17337,3/4/2015
140494,98,25769,3/6/2015
140494,106,29520,3/8/2015
140494,71,19434,3/10/2015
140494,74,18952,3/11/2015
140494,118,29944,3/13/2015
140494,45,11421,3/14/2015
140494,104,30052,3/15/2015
140494,75,19393,3/17/2015
140494,69,20210,3/18/2015
140531,122,26353,3/1/2015
140531,86,23786,3/2/2015
140531,81,24693,3/3/2015
140531,90,26221,3/4/2015
140531,96,23984,3/5/2015
140531,95,24599,3/6/2015
140531,108,23410,3/8/2015
140531,81,23571,3/9/2015
140531,94,23368,3/10/2015
140531,93,25975,3/11/2015
140531,101,26380,3/12/2015
140531,101,26982,3/13/2015
140531,111,27428,3/15/2015
140531,93,23434,3/16/2015
140531,92,23526,3/17/2015
140531,100,25577,3/18/2015
140531,80,23505,3/19/2015
140531,98,22794,3/20/2015
140531,93,26997,3/22/2015
140535,98,27245,3/1/2015
140535,75,22784,3/2/2015
140535,76,21860,3/3/2015
140535,57,21583,3/4/2015
140535,92,22967,3/5/2015
140535,95,22816,3/6/2015
140535,129,29319,3/8/2015
140535,96,24292,3/9/2015
140535,91,24341,3/10/2015
140535,88,23175,3/11/2015
140535,85,21677,3/12/2015
140535,64,16874,3/13/2015
140535,97,26903,3/15/2015
140535,81,23508,3/16/2015
140535,98,26633,3/17/2015
140535,94,22291,3/18/2015
140535,82,22694,3/19/2015
140535,79,22550,3/20/2015
140535,95,27015,3/22/2015
140538,70,15902,3/1/2015
140538,37,8411,3/2/2015
140538,62,12186,3/3/2015
140538,70,14272,3/4/2015
140538,70,15916,3/5/2015
140538,70,14045,3/8/2015
140538,44,5696,3/9/2015
140538,57,13820,3/10/2015
140538,70,14498,3/11/2015
140538,59,12336,3/12/2015
140538,58,12678,3/15/2015
140538,72,13332,3/16/2015
140538,57,13146,3/17/2015
140538,63,13453,3/18/2015
140538,66,11684,3/19/2015
140538,37,8366,3/22/2015
140540,38,17276,3/2/2015
140540,57,23092,3/3/2015
140540,44,17806,3/4/2015
140540,44,16906,3/6/2015
140540,49,18748,3/7/2015
140540,42,8961,3/9/2015
140540,49,17295,3/10/2015
140540,34,16632,3/11/2015
140540,54,19708,3/12/2015
140540,83,33595,3/13/2015
140540,33,20046,3/14/2015
140540,54,21650,3/16/2015
140540,49,20403,3/17/2015
140540,66,21083,3/18/2015
140540,74,22045,3/19/2015
140540,75,20542,3/20/2015
140540,72,23193,3/21/2015
140545,83,22461,3/1/2015
140545,84,22229,3/2/2015
140545,65,20012,3/3/2015
140545,83,23060,3/4/2015
140545,85,23785,3/5/2015
140545,82,21658,3/6/2015
140545,82,24453,3/8/2015
140545,82,9496,3/9/2015
140545,88,23130,3/10/2015
140545,85,21841,3/11/2015
140545,73,20244,3/12/2015
140545,87,21233,3/13/2015
140545,84,22958,3/15/2015
140545,79,22587,3/16/2015
140545,84,24497,3/17/2015
140545,83,23490,3/18/2015
140545,79,23631,3/19/2015
140545,85,22366,3/20/2015
140545,80,24154,3/22/2015
140546,94,15497,3/2/2015
140546,84,14798,3/4/2015
140546,85,16188,3/5/2015
140546,89,14663,3/6/2015
140546,90,14102,3/7/2015
140546,84,15631,3/9/2015
140546,89,16102,3/11/2015
140546,91,17221,3/12/2015
140546,91,15759,3/13/2015
140546,90,13404,3/14/2015
140546,100,15785,3/16/2015
140546,89,15400,3/18/2015
140546,95,16565,3/19/2015
140546,85,16491,3/20/2015
140546,85,13294,3/21/2015
140547,65,22718,3/1/2015
140547,36,18530,3/2/2015
140547,56,20844,3/3/2015
140547,61,20738,3/4/2015
140547,72,21691,3/5/2015
140547,71,22041,3/6/2015
140547,86,22728,3/8/2015
140547,74,22462,3/9/2015
140547,65,21243,3/10/2015
140547,71,22279,3/11/2015
140547,121,22603,3/12/2015
140547,133,21252,3/13/2015
140547,57,21707,3/15/2015
140547,58,19652,3/16/2015
140547,58,22067,3/17/2015
140547,48,21890,3/18/2015
140547,71,20626,3/19/2015
140547,62,19112,3/20/2015
140547,91,20806,3/22/2015
140550,35,11315,3/1/2015
140550,44,15207,3/3/2015
140550,48,16254,3/5/2015
140550,55,18231,3/6/2015
140550,52,17003,3/7/2015
140550,50,16836,3/8/2015
140550,40,14644,3/10/2015
140550,43,15964,3/12/2015
140550,60,18185,3/13/2015
140550,49,18478,3/14/2015
140550,60,17228,3/15/2015
140550,41,14645,3/17/2015
140550,50,14938,3/19/2015
140550,65,17054,3/20/2015
140550,57,19001,3/21/2015
140550,41,15019,3/22/2015
140551,70,13534,3/1/2015
140551,85,18419,3/2/2015
140551,111,26345,3/3/2015
140551,99,20148,3/4/2015
140551,97,21966,3/5/2015
140551,85,20374,3/6/2015
140551,97,25843,3/8/2015
140551,89,17820,3/9/2015
140551,98,20832,3/10/2015
140551,80,21350,3/11/2015
140551,125,30191,3/12/2015
140551,124,29227,3/13/2015
140551,2,601,3/15/2015
140551,84,18100,3/16/2015
140551,99,23833,3/17/2015
140551,96,23986,3/18/2015
140551,96,22881,3/19/2015
140551,84,18583,3/20/2015
140551,104,24610,3/21/2015
140551,97,24460,3/22/2015
140553,90,23852,3/2/2015
140553,84,26539,3/3/2015
140553,84,27928,3/4/2015
140553,95,27282,3/5/2015
140553,72,21339,3/6/2015
140553,97,27313,3/7/2015
140553,104,30341,3/9/2015
140553,96,28408,3/10/2015
140553,73,24065,3/11/2015
140553,127,29220,3/12/2015
140553,104,24872,3/13/2015
140553,97,23805,3/14/2015
140553,74,22430,3/16/2015
140553,66,20243,3/17/2015
140553,61,21563,3/18/2015
140553,81,25826,3/19/2015
140553,80,20475,3/20/2015
140553,96,25606,3/21/2015
140554,64,15163,3/1/2015
140554,66,18906,3/2/2015
140554,81,21724,3/3/2015
140554,68,17769,3/4/2015
140554,69,17350,3/5/2015
140554,69,17443,3/8/2015
140554,74,8907,3/9/2015
140554,73,19380,3/10/2015
140554,69,17407,3/11/2015
140554,58,17525,3/12/2015
140554,67,19597,3/15/2015
140554,68,19462,3/16/2015
140554,64,17541,3/17/2015
140554,35,12044,3/18/2015
140554,67,16490,3/19/2015
140554,53,17762,3/22/2015
140556,85,19595,3/2/2015
140556,80,17580,3/3/2015
140556,79,18851,3/4/2015
140556,84,18564,3/5/2015
140556,82,15406,3/6/2015
140556,95,15568,3/7/2015
140556,101,17137,3/9/2015
140556,88,13196,3/10/2015
140556,88,15442,3/11/2015
140556,87,14886,3/12/2015
140556,86,15163,3/13/2015
140556,95,15290,3/14/2015
140556,98,16454,3/16/2015
140556,88,15736,3/17/2015
140556,86,14048,3/18/2015
140556,84,14436,3/19/2015
140556,87,14467,3/20/2015
140556,94,13466,3/21/2015
150000,96,21624,3/1/2015
150000,86,21447,3/2/2015
150000,89,19826,3/4/2015
150000,82,18659,3/6/2015
150000,93,21997,3/8/2015
150000,88,21846,3/9/2015
150000,81,22709,3/12/2015
150000,86,20940,3/13/2015
150000,76,23296,3/15/2015
150000,78,22385,3/16/2015
150000,92,25025,3/18/2015
150000,77,21103,3/20/2015
150000,85,24304,3/22/2015
150001,96,23576,3/2/2015
150001,83,21255,3/3/2015
150001,73,19054,3/4/2015
150001,75,22210,3/6/2015
150001,95,23729,3/7/2015
150001,77,19836,3/9/2015
150001,93,27985,3/10/2015
150001,78,19451,3/11/2015
150001,83,21770,3/12/2015
150001,97,21369,3/13/2015
150001,95,23112,3/14/2015
150001,68,19464,3/16/2015
150001,94,23076,3/17/2015
150001,77,20781,3/18/2015
150001,72,21115,3/19/2015
150001,81,19867,3/20/2015
150001,103,24018,3/21/2015
150002,89,24295,3/1/2015
150002,96,28593,3/2/2015
150002,91,26040,3/3/2015
150002,89,27467,3/4/2015
150002,84,30305,3/5/2015
150002,79,23675,3/6/2015
150002,91,28542,3/8/2015
150002,94,24918,3/9/2015
150002,74,23719,3/10/2015
150002,88,28847,3/11/2015
150002,56,21622,3/12/2015
150002,67,21863,3/13/2015
150002,77,24514,3/15/2015
150002,74,21939,3/16/2015
150002,82,24915,3/17/2015
150002,78,21030,3/18/2015
150002,55,22497,3/19/2015
150002,70,22945,3/20/2015
150002,86,27711,3/22/2015
150003,59,20961,3/1/2015
150003,64,21322,3/2/2015
150003,72,21790,3/3/2015
150003,75,21729,3/4/2015
150003,32,10682,3/5/2015
150003,60,21160,3/6/2015
150003,56,21734,3/8/2015
150003,71,15090,3/9/2015
150003,73,22888,3/10/2015
150003,78,22230,3/11/2015
150003,66,20681,3/12/2015
150003,67,22023,3/13/2015
150003,50,22266,3/15/2015
150003,67,21989,3/16/2015
150003,75,21916,3/17/2015
150003,69,21947,3/18/2015
150003,68,21750,3/19/2015
150003,68,22162,3/20/2015
150003,58,20744,3/22/2015
150007,63,18101,3/2/2015
150007,86,22717,3/3/2015
150007,84,23402,3/4/2015
150007,59,17860,3/5/2015
150007,81,20122,3/6/2015
150007,62,19478,3/7/2015
150007,73,12753,3/9/2015
150007,72,20035,3/10/2015
150007,80,20407,3/11/2015
150007,63,17516,3/12/2015
150007,68,21149,3/13/2015
150007,63,19559,3/14/2015
150007,73,20873,3/16/2015
150007,70,18626,3/17/2015
150007,71,20864,3/18/2015
150007,66,21112,3/19/2015
150007,64,20618,3/20/2015
150007,74,20954,3/21/2015
150014,70,18327,3/1/2015
150014,75,16701,3/2/2015
150014,91,20403,3/3/2015
150014,96,21982,3/4/2015
150014,65,15710,3/5/2015
150014,79,18903,3/6/2015
150014,57,13215,3/7/2015
150014,73,16973,3/8/2015
150014,83,13673,3/9/2015
150014,72,19354,3/10/2015
150014,76,21527,3/11/2015
150014,68,20549,3/12/2015
150014,89,29979,3/13/2015
150014,109,30640,3/14/2015
150014,66,19998,3/15/2015
150014,77,21869,3/16/2015
150014,64,21848,3/17/2015
150014,76,22343,3/18/2015
150014,71,22736,3/19/2015
150014,80,22894,3/20/2015
150014,73,23411,3/21/2015
150015,64,19685,3/2/2015
150015,56,24041,3/3/2015
150015,77,20969,3/4/2015
150015,79,20830,3/5/2015
150015,79,20324,3/6/2015
150015,101,23159,3/7/2015
150015,60,20914,3/9/2015
150015,78,23882,3/10/2015
150015,86,25067,3/11/2015
150015,96,26441,3/12/2015
150015,92,21670,3/13/2015
150015,98,26249,3/14/2015
150015,86,24841,3/15/2015
150015,77,21484,3/16/2015
150015,104,26587,3/17/2015
150015,73,21296,3/18/2015
150015,69,20556,3/19/2015
150015,73,21497,3/20/2015
150170,7,7233,3/1/2015
150170,48,30155,3/2/2015
150170,51,24006,3/3/2015
150170,38,16313,3/4/2015
150170,14,7192,3/5/2015
150170,60,23094,3/6/2015
150170,49,17113,3/7/2015
150170,7,4655,3/8/2015
150170,57,21773,3/9/2015
150170,56,19542,3/10/2015
150170,65,20116,3/11/2015
150170,7,3478,3/12/2015
150170,64,24848,3/13/2015
150170,46,18161,3/14/2015
150170,6,3523,3/15/2015
150170,63,23512,3/16/2015
150170,63,25112,3/17/2015
150170,58,19166,3/18/2015
150170,5,3134,3/19/2015
150170,76,23442,3/20/2015
150170,75,19861,3/21/2015
150170,9,2132,3/22/2015
150171,12,16069,3/1/2015
150171,6,7216,3/2/2015
150171,21,20970,3/3/2015
150171,20,15997,3/4/2015
150171,7,6158,3/5/2015
150171,29,26239,3/6/2015
150171,22,28977,3/7/2015
150171,21,24042,3/8/2015
150171,3,0,3/9/2015
150171,26,21523,3/10/2015
150171,18,14695,3/11/2015
150171,3,8010,3/12/2015
150171,22,26389,3/13/2015
150171,26,20169,3/14/2015
150171,27,21914,3/15/2015
150171,5,3010,3/16/2015
150171,37,26309,3/17/2015
150171,23,16998,3/18/2015
150171,4,4090,3/19/2015
150171,27,21416,3/20/2015
150171,8,4238,3/21/2015
150171,37,17783,3/22/2015
150172,35,12799,3/1/2015
150172,14,7512,3/2/2015
150172,52,19865,3/3/2015
150172,80,24853,3/4/2015
150172,78,22675,3/5/2015
150172,49,15882,3/6/2015
150172,20,6492,3/7/2015
150172,67,17319,3/8/2015
150172,8,0,3/9/2015
150172,78,20692,3/10/2015
150172,74,25545,3/11/2015
150172,53,22100,3/12/2015
150172,54,20268,3/13/2015
150172,7,3591,3/14/2015
150172,68,19331,3/15/2015
150172,11,3142,3/16/2015
150172,83,22385,3/17/2015
150172,75,24361,3/18/2015
150172,37,10875,3/19/2015
150172,69,18463,3/20/2015
150172,12,3358,3/21/2015
150172,62,18953,3/22/2015
150173,10,12094,3/1/2015
150173,6,6688,3/2/2015
150173,34,30633,3/3/2015
150173,29,26388,3/4/2015
150173,27,21564,3/5/2015
150173,10,7078,3/6/2015
150173,29,24651,3/7/2015
150173,24,17083,3/8/2015
150173,5,0,3/9/2015
150173,32,22901,3/10/2015
150173,35,23751,3/11/2015
150173,36,25621,3/12/2015
150173,5,3328,3/13/2015
150173,34,21328,3/14/2015
150173,31,21014,3/15/2015
150173,7,3609,3/16/2015
150173,46,24926,3/17/2015
150173,35,24315,3/18/2015
150173,11,11007,3/19/2015
150173,6,3151,3/20/2015
150173,25,21730,3/21/2015
150173,30,21353,3/22/2015
150174,5,7695,3/1/2015
150174,22,29703,3/2/2015
150174,25,23209,3/3/2015
150174,18,23150,3/4/2015
150174,16,17184,3/5/2015
150174,7,6459,3/6/2015
150174,24,17094,3/7/2015
150174,2,3441,3/8/2015
150174,26,25428,3/9/2015
150174,18,20691,3/10/2015
150174,27,23523,3/11/2015
150174,24,21175,3/12/2015
150174,4,3433,3/13/2015
150174,23,18781,3/14/2015
150174,5,3488,3/15/2015
150174,35,26734,3/16/2015
150174,21,27018,3/17/2015
150174,15,22525,3/18/2015
150174,10,8926,3/19/2015
150174,5,3292,3/20/2015
150174,26,19437,3/21/2015
150174,3,2953,3/22/2015
150176,36,24787,3/1/2015
150176,40,24154,3/2/2015
150176,35,22840,3/3/2015
150176,38,25056,3/4/2015
150176,38,24638,3/5/2015
150176,52,24811,3/6/2015
150176,40,25156,3/8/2015
150176,51,12943,3/9/2015
150176,48,21001,3/10/2015
150176,54,24952,3/11/2015
150176,46,23597,3/12/2015
150176,54,24603,3/13/2015
150176,57,23847,3/15/2015
150176,57,24361,3/16/2015
150176,56,25628,3/17/2015
150176,59,24315,3/18/2015
150176,59,23576,3/19/2015
150176,50,24780,3/20/2015
150176,46,22072,3/22/2015
150177,15,19129,3/3/2015
150177,28,25250,3/4/2015
150177,33,24990,3/5/2015
150177,41,22200,3/6/2015
150177,22,16154,3/7/2015
150177,38,13361,3/9/2015
150177,41,21371,3/10/2015
150177,49,23724,3/11/2015
150177,52,23115,3/12/2015
150177,50,20719,3/13/2015
150177,46,22031,3/14/2015
150177,32,19596,3/16/2015
150177,43,23863,3/17/2015
150177,42,19703,3/18/2015
150177,49,24155,3/19/2015
150177,51,24621,3/20/2015
150178,30,14454,3/2/2015
150178,61,19255,3/3/2015
150178,75,21957,3/4/2015
150178,77,21407,3/5/2015
150178,87,21448,3/6/2015
150178,71,7856,3/9/2015
150178,79,20693,3/10/2015
150178,90,20535,3/11/2015
150178,75,18775,3/12/2015
150178,93,20541,3/13/2015
150178,94,23228,3/14/2015
150178,72,19542,3/16/2015
150178,80,20490,3/17/2015
150178,50,15654,3/18/2015
150178,78,22385,3/19/2015
150178,50,20892,3/21/2015
150179,20,0,3/2/2015
150179,24,0,3/3/2015
150179,31,24444,3/4/2015
150179,23,17645,3/5/2015
150179,32,0,3/6/2015
150179,28,0,3/7/2015
150179,29,0,3/9/2015
150179,25,19086,3/10/2015
150179,38,23085,3/11/2015
150179,29,22917,3/12/2015
150179,33,18493,3/13/2015
150179,30,18997,3/14/2015
150179,30,23947,3/16/2015
150179,26,22994,3/17/2015
150179,34,21330,3/18/2015
150179,32,19905,3/19/2015
150179,36,21424,3/20/2015
150179,36,20535,3/21/2015
150180,8,11679,3/2/2015
150180,9,13409,3/3/2015
150180,12,15872,3/4/2015
150180,8,13342,3/5/2015
150180,18,22254,3/6/2015
150180,23,26185,3/7/2015
150180,8,0,3/9/2015
150180,12,11885,3/10/2015
150180,16,13259,3/11/2015
150180,13,13577,3/12/2015
150180,20,25577,3/13/2015
150180,23,24614,3/14/2015
150180,8,10326,3/16/2015
150180,9,13780,3/17/2015
150180,16,12970,3/18/2015
150180,14,14316,3/19/2015
150180,24,22646,3/20/2015
150180,34,27471,3/21/2015
150183,10,13881,3/2/2015
150183,11,14040,3/3/2015
150183,19,13813,3/4/2015
150183,15,15070,3/5/2015
150183,21,19613,3/6/2015
150183,36,30639,3/7/2015
150183,14,0,3/9/2015
150183,18,11800,3/10/2015
150183,22,11513,3/11/2015
150183,23,13684,3/12/2015
150183,24,14837,3/13/2015
150183,49,28552,3/14/2015
150183,11,6002,3/16/2015
150183,20,15787,3/17/2015
150183,20,13521,3/18/2015
150183,24,11240,3/19/2015
150183,26,14036,3/20/2015
150183,57,31588,3/21/2015
150183,1,0,3/22/2015
150184,4,4254,3/6/2015
150184,18,18072,3/7/2015
150184,30,23740,3/9/2015
150184,27,20190,3/10/2015
150184,36,25435,3/11/2015
150184,34,18953,3/12/2015
150184,6,2975,3/13/2015
150184,30,17854,3/14/2015
150184,29,25424,3/16/2015
150184,37,23081,3/17/2015
150184,33,22999,3/18/2015
150184,13,7890,3/19/2015
150184,6,3978,3/20/2015
150184,20,13823,3/21/2015
